"","Origin","Destination","year","N","corridor","z1","dejure_dummy","infants","deaths","birthplace_dummy","quality","cont_dummy","popS","popR","mstS","mstR","imports","exports","GDPS","GDPR","unempS","unempR","pvS","pvR","schoolyS","schoolyR","lifeexpectancyS","lifeexpectancyR","language_dummy"
"476","Oceania","Argentina",0.2,476,136,6.05271875537676,0,1.67723361301797,0.194064378241656,0,1,0,16.755672217154,16.3497456907637,14.1927498069662,12.2543583245055,15.7958679603922,20.8758393741768,6.8009455460811,9.14922908106855,2.22233351140625,2.11937806174738,-1.41838354150352,0.482679819815223,1.99790447795034,2.33771556007619,4.181011933852,4.30747283664938,1
"477","Bolivia","Argentina",0.2,477,137,6.09425656264427,0,-0.891708606432733,1.3959774479096,1,2,1,17.6159431651005,16.176959598585,6.80134211275121,16.6241527186121,16.0809658886075,14.7246522517887,8.48339163008053,8.05758585626555,2.36855220160399,1.72962862522309,-1.9181669882078,-2.48699681012171,2.46731621988185,2.06172611271694,4.27490337962264,4.26307629602834,1
"478","Brazil","Argentina",0.2,478,138,5.75728668320139,0,2.91171632920836,1.69323268958991,0,3,0,14.1861289709514,14.9077381539912,9.85990211285979,7.55461286627557,17.6864214467365,15.5413887555879,9.54506336367992,5.69807995205767,2.272831779636,2.55013859725396,-0.464483455665663,1.03545145175368,2.04090178822994,2.39285764899092,4.14548396402486,4.24787702209034,1
"479","Chile","Argentina",0.2,479,139,4.9848217358996,1,-0.123265543802045,-0.287392152688841,0,1,0,13.1083144962869,16.4827753316674,11.7999646224705,14.0819186580301,18.0756976083337,19.3302667677417,6.58483528264817,8.56280088154537,2.30832358734127,1.49153389145655,-1.06639036735093,-2.83358511348992,2.43243733213757,2.05934241806028,4.18433771355286,4.36415107335215,0
"480","Colombia","Argentina",0.2,480,140,5.7998232318837,0,1.99659674936131,-0.17146385859212,0,3,0,18.7025703505456,16.7617430420167,4.14213086046317,12.1911861320912,16.6627225082933,19.6477117834832,8.4860507092795,8.49945524922955,2.69970025908471,2.20585045549775,-0.31243182770661,0.0472782242989827,2.07759994774593,2.298012204838,4.42336258627989,4.30220939325308,1
"481","Ecuador","Argentina",0.2,481,141,7.95676888788212,0,0.50937257628016,-0.070528904288565,0,3,0,14.6971954016167,15.2890926062764,13.4290415110767,12.4283265263625,16.9344539888521,13.1152572742665,9.52841849894125,8.54628744078263,2.64383983433189,1.78206711073323,0.354535222912198,-1.63765179406862,1.88906612179527,2.15789038991671,4.29445167579402,4.32957125353662,0
"482","Paraguay","Argentina",0.2,482,142,4.53009225704362,1,-0.369451883378945,1.26000088656047,0,3,0,16.8619623841746,17.7203079292752,4.24808862507469,6.71551884168991,17.7891817651343,23.0092984253872,9.27526308992593,7.70738058012585,1.46621935094012,1.28044111282614,-1.25397557785454,-3.27785342763144,2.03140098803976,1.9386652806568,4.4673364663776,4.27157132887276,1
"483","Peru","Argentina",0.2,483,143,7.42743464488653,1,1.6614585453418,1.06705660703915,0,2,0,18.1733648094573,16.1070369967125,8.17235761446927,13.1132305689829,16.4122916989981,17.8396586136759,9.73664362272816,7.03828791105325,3.18883149643037,2.1326324790113,0.944303937980865,-1.88859895254667,2.05057674808793,2.13149825968437,4.1325791384753,4.35823477886314,0
"484","Uruguay","Argentina",0.2,484,144,4.5520390645755,0,3.78353277981826,-0.920267604969941,0,2,0,20.5260703655471,16.8617862791729,12.2354430358605,4.11869356017343,21.5623807073166,14.8951826383965,8.2781043860852,8.64033562477935,2.10569021506911,0.272657596757421,-0.0685115021038273,0.419349751603735,2.1712227946743,1.93684033867574,4.22233834320704,4.21943398335457,1
"485","Venezuela","Argentina",0.2,485,145,5.8264418770827,0,0.284392102228756,1.51651824220475,0,2,0,18.0472638501613,15.2200120976954,2.96394305379733,7.86488245088846,18.6194605753753,16.0608347276587,8.58107887874949,7.4381012826559,1.64792376298175,2.26042933897021,-2.49571081479355,-0.847269395069447,1.96145563981218,1.84549547725701,4.47327352825193,4.28368731843989,0
"486","USA","Argentina",0.2,486,146,4.94410359242478,0,-1.68564117016237,0.0488663589345398,0,2,1,20.3432812715624,15.0097206469107,5.82250409283949,7.69971341222002,19.7633082954268,15.6566865067544,8.40488825467186,7.02544376790289,1.50785986466118,1.41395268164164,-1.78788512923914,-1.42525399316813,1.92742314447394,1.80442178066734,4.35923022684449,4.14795528362705,1
"487","Spain","Argentina",0.2,487,147,6.09556788085723,0,1.16306943901569,1.42842448853748,0,1,1,15.6348330646421,16.0225197282506,5.17161934087884,5.76196589105773,17.3122487393225,18.2061648775401,11.4715863693169,8.34087937830224,1.42555717896102,0.581129720218629,-1.18599313794212,-0.836579834023687,1.98216289378331,2.31562638886317,4.08366825333767,4.31511520624787,1
"488","Canada","Argentina",0.2,488,148,5.50043969080135,0,0.43881633688487,1.70846693766711,0,3,0,17.8985816881265,16.6608393936628,9.8470526142435,5.90418796375792,16.2815678687965,14.7951949382796,9.65115748984726,7.24095772317424,2.50464652116048,1.077607822026,-0.912691853406548,-0.825129660230939,1.89611925099213,2.08118009658958,4.2894635395859,4.1440579186853,1
"489","America","Argentina",0.2,489,149,5.66072438322575,0,0.895898807167195,-0.33814524081595,0,2,1,19.2571753743366,15.2664311519307,7.28160720686788,8.44995342559195,14.7366477899782,17.2346407022447,9.34850542561048,9.04966368602417,3.03610585925757,2.2617085506657,-1.52692274379554,-0.650724325309278,2.12829008375962,1.75515916656727,4.33160725969499,4.31813624862777,0
"490","Africa","Argentina",0.2,490,150,3.42065948013526,0,4.15428630988328,0.850314988534884,0,3,1,16.3022290078315,14.4963193692909,8.98550970000733,8.49452309514506,14.716250365438,17.3203689610588,10.9843816538931,9.5428942245398,2.05712427076588,2.40469179202321,-1.45685903506334,0.130196339098832,1.95736142371864,2.0637971370719,4.35780380837878,4.29754988428996,1
"491","Asia","Argentina",0.2,491,151,8.82874640515094,1,4.8890276220543,0.892951115007451,0,2,0,15.4253275396016,18.5762663154719,11.2439620869762,2.00471205195614,18.7335121874217,18.3261683870279,8.84385755905676,8.26440439257461,2.65192480086497,2.1146624336578,-0.0305708076122275,-3.09727497998084,2.01635955316402,2.26925882845925,4.32738098749161,4.26138380023254,0
"492","Europe","Argentina",0.2,492,152,6.14782165756704,0,0.258148938078082,0.504351471036665,0,2,1,19.4509312233398,18.2373878278325,6.01601008024299,10.6244640634729,15.4839425536436,16.4645653753961,9.28249832085919,9.16358636842959,1.10320811109008,1.72110172838781,0.267969838370343,-3.78803070171454,1.58816011333417,1.96124131113202,4.27808982164738,4.28581424675289,0
"493","Oceania","Argentina",0.2,493,153,8.35334632661744,0,0.997392954989977,1.35096664955222,0,1,1,16.1579584344107,17.18934404895,5.05297360903024,8.85323408295963,18.1265303699133,19.3331105967997,9.80942150644805,7.52394256035375,2.21529979809492,1.83552860542421,-2.61302632780605,-0.526403316186244,1.75345528508447,1.55885557160084,4.2979949693788,4.2956346607924,1
"494","Bolivia","Argentina",0.2,494,154,4.85443091566176,0,1.18197758328096,0.818613068740182,0,3,1,19.5199674386292,16.6086924966855,2.46255396162015,6.70842415338825,17.1376127542689,15.60484474729,8.52733924367399,8.4067478529529,2.07833474176095,1.87748166436396,-1.15865879562336,-2.54955213629158,1.70788415348746,2.74535291159743,4.30908620496861,4.26871719445551,1
"495","Brazil","Argentina",0.2,495,155,6.65272100357199,0,-1.15057922831232,-1.81697225489827,0,1,0,17.5226638395884,16.915313682123,7.32278484493208,10.2304880950736,19.8539381704953,17.5703414297714,8.02650354881346,7.44405442505558,2.4329712900888,1.75282778416323,-2.06721797998144,-3.85192718368755,2.06089073175272,1.97714962455789,4.33641247372774,4.36750500642839,1
"496","Chile","Argentina",0.2,496,156,5.39201378681781,0,-1.04189871520774,0.0445519991271267,0,2,1,20.9178156920289,18.4527974072062,14.5516940849765,9.04263438618888,20.1133352449337,18.6411503041716,8.89936354634204,7.77536646367171,1.90303535610628,1.21110495599065,-1.77652958431016,-2.75097176124993,2.47014434067479,2.00188731938784,4.28890960161924,4.36592534174238,0
"497","Colombia","Argentina",0.2,497,157,3.67368642848615,0,1.33181993937293,2.38159376242825,0,1,0,15.5790320113408,15.2406156848949,2.39378409226827,6.95066661439354,18.5325207879438,23.3147808200598,8.40322119699432,8.22313734282291,2.66135525932974,2.85017418579675,-0.640338919997732,-0.870112140849237,2.01581540258217,2.13919287758229,4.14343595319772,4.28161686320924,1
"498","Ecuador","Argentina",0.2,498,158,6.41902374823639,0,0.298759902780914,-0.45561140048398,0,3,1,20.0245879270332,16.240271751448,7.29936822673272,10.6805256730635,17.7958079405907,19.6678378094203,10.5306390653901,8.82383386591692,1.45485637739764,2.72361992238584,1.12906660485042,-3.40858881121763,1.76890141778738,1.91174702829724,4.26643443402389,4.2538366980481,0
"499","Paraguay","Argentina",0.2,499,159,6.97651647653792,0,0.682485585559502,2.36958085769723,0,1,0,17.953285892197,17.0706629848197,7.64972271644975,5.86791034848931,22.7128431276376,18.4006084493509,8.37349766995285,7.99451395761461,1.78288943409466,1.66521576979552,-2.13023779626509,-2.50286023337438,2.51631794767539,2.27450039018577,4.39423245955733,4.26525592386726,1
"500","Peru","Argentina",0.2,500,160,6.71272558818715,0,-1.06165107947293,1.77602588242199,0,1,1,18.941025868204,19.0435272438392,8.39242060284549,6.33306978860065,20.9732955995874,18.6687308612594,9.62207933056898,9.33491366799058,1.93874476169278,1.84556931096337,-2.39003836053216,-1.01093960618745,1.93605548012426,1.97128455902552,4.16852118501698,4.24996512942122,1
"501","Uruguay","Argentina",0.2,501,161,7.95447254470766,0,4.03466352246562,-0.710223797360948,0,1,0,17.4442706209061,17.5536865541717,11.6710165618476,9.23087683153918,19.676265854906,20.4991558876999,8.39344698592711,7.09304788677127,2.45506306787576,0.835795884082123,0.576507068851443,0.666312748292084,1.94490204965376,2.10615438550728,4.39533364601416,4.25483071939351,0
"502","Venezuela","Argentina",0.2,502,162,6.34092114395371,0,1.71917501765085,0.751969252731958,0,2,0,18.6807173330653,16.5269887174991,9.62026672526046,6.94011341320609,18.072699510665,20.1938251767513,8.5570716367863,9.07855247894418,2.59143446583331,2.0427669565703,-1.62233400057602,-0.261818297558111,2.10898160476457,2.04175093431051,4.21118264749872,4.25424239734616,0
"503","USA","Argentina",0.2,503,163,5.00052373768215,0,5.0917431909175,1.06038042503954,0,1,1,18.1689285055021,17.2547166424321,3.08294745097702,7.40050880800372,19.5806624801593,16.1477136155866,9.2599907690387,8.83681754893661,2.14087035245051,1.58431917259355,-0.501121465853048,-1.54102380566224,2.19644542176682,2.34522524177179,4.19626033036408,4.30301480577212,1
"504","Spain","Argentina",0.2,504,164,5.47390493187366,1,0.632461859092063,0.776834840533888,1,2,0,20.0480601525239,17.789559873066,11.7895932969662,13.8566726406744,17.9533959018651,13.3428313386134,9.27339898827853,7.99281493767874,1.5919941048325,2.3560545714059,-1.13950568247032,-0.511825610187084,1.95697035749996,1.56323034896266,4.26959708964185,4.19404831971023,0
"505","Canada","Argentina",0.2,505,165,8.25520067545871,0,0.429255572046521,0.922756924129279,0,2,0,14.7107306984858,15.2552409207914,8.20056561046253,14.0562171420684,18.4789150721082,18.8356453390875,8.3271932628001,8.20089913640338,2.20706607649712,1.62031926145125,-1.68985264993638,-1.10938907583683,1.9683149490903,2.17553534551186,4.21708115701442,4.42342207319235,1
"506","America","Argentina",0.2,506,166,0.714106606555379,0,2.45127616498512,1.41426416547228,0,1,1,20.3468143086963,14.5739647035339,10.4797432140393,6.16977751423971,20.5470112476495,14.2604787319247,6.45751556919583,7.67406402774138,1.67711076656145,1.69965623306565,-0.706532819454699,-0.522131270359925,2.4179169136756,1.97170214662529,4.12404574642134,4.30869528738901,0
"507","Africa","Argentina",0.2,507,167,8.76699737152347,0,2.00558609554619,0.394436591809425,0,1,0,16.338529314406,15.9708953377517,3.64123939843249,16.1975109504774,19.427304774954,16.1827584371212,8.43033573284976,8.24631049603956,2.56177918038763,2.01528578939224,-0.531819826716569,-1.49531306171079,1.88934624240785,1.51047354204941,4.28050754152607,4.30853559279595,1
"508","Asia","Argentina",0.2,508,168,4.76848246944771,0,3.70141956461708,-1.30920462844112,0,3,1,19.0306823348372,14.8710833570503,6.74402735845697,10.3481228390057,16.3353217924509,20.5398257394603,8.12072591323921,6.74971965400164,1.36615327665499,1.99829329683473,-2.04449905200818,-0.58979625335621,2.12386256897935,1.64499435074939,4.36906519509605,4.31493306458782,1
"509","Europe","Argentina",0.2,509,169,5.68475169985423,0,-1.64383717207324,0.0423147195340088,0,1,0,16.9237315281271,17.9455985190523,5.17575615351912,11.0114614229645,17.0918375100716,15.9439938602532,10.8673315430496,8.40709772269156,2.26879687221646,2.00844834876415,-0.537882679576086,0.633974267205996,2.15947009832269,1.97086094473591,4.21803006942256,4.22983834358446,1
"510","Oceania","Argentina",0.2,510,170,7.98369417875922,0,4.41887717905056,1.65267592977261,0,2,0,16.5567438796787,18.7314969449449,5.9474870172623,4.95429870913619,20.9010660988382,19.5844515139158,8.86989736336797,8.01580350246649,2.7593319191245,1.86396488530409,-1.70738752771438,-1.31033925052113,1.39777135075791,1.87579611208021,4.29197995621031,4.40385749569605,0
"511","Bolivia","Argentina",0.3,511,1,4.169752851103,0,0.0122198902543318,0.349892905695626,0,3,1,18.7881761717754,15.1870308270243,6.5386115848327,10.0920892693194,15.9384446302797,13.7829605583244,8.73155016217319,6.71735115653476,2.09094631188395,1.65738597323063,-0.616999650172624,-1.03686700271371,2.72263638579237,2.2924074266522,4.33001021499261,4.1699611256404,1
"512","Brazil","Argentina",0.3,512,2,5.94300400509865,0,3.71381381776863,0.0715015255278786,0,2,0,15.6029896134861,18.5101062451702,6.24611753215411,5.16547968116814,19.8149855295266,19.5390505482092,8.41264273797025,8.01761785982715,2.04931387853994,1.82916353141785,0.881366899081478,-2.36882095556765,1.96380619729126,1.73645136418202,4.26289732918779,4.22087287622132,1
"513","Chile","Argentina",0.3,513,3,5.60200595827252,1,1.89928181219692,1.06825299630673,1,3,0,21.2442164028623,14.3618165106497,8.12166659026151,9.27763290158929,17.7282002855133,18.361423106926,7.933911944651,10.4678047882258,1.44712911988151,0.825981807498701,-1.0331926141232,-2.31105431775558,1.51400737223162,2.3796880933461,4.06714475072382,4.283057571178,0
"514","Colombia","Argentina",0.3,514,4,4.26030593891613,0,-0.583947518795831,1.30023357273102,0,1,0,20.1697443023784,17.0686918311809,9.55198465099444,6.03134831762733,14.7802419268242,20.7765215251093,8.28351317373827,8.85349452156788,2.0241644941069,2.0258797678802,-1.57393365032668,0.135320860555793,2.1187876898941,2.28078923056452,4.3394381104075,4.39847919608851,1
"515","Ecuador","Argentina",0.3,515,5,6.96322227273477,0,-0.0756040188121418,2.05281423099549,0,2,1,20.3693637896774,16.3541772373024,8.85686619587091,5.29144856673017,21.3247702490913,24.9951581377184,9.10383956111283,7.70949508706119,1.81733421904855,2.1523846784553,-0.395780266624241,-2.08725385918052,2.01326845808897,1.57286872218414,4.11606423971251,4.11926869760954,0
"516","Paraguay","Argentina",0.3,516,6,8.01137723298203,0,-1.03713500045898,0.0674034820921315,1,3,0,20.1090902476182,16.1198276438044,8.73083626209749,9.10206104710958,17.2352252451622,20.0449364809125,8.63137227279107,7.88220694235915,2.37969747491178,2.36624649948153,-1.51254974390883,-2.76914073251331,2.15697792840485,2.09051582373475,4.18383643979867,4.32379016973681,1
"517","Peru","Argentina",0.3,517,7,7.18284392620055,0,1.85981818098011,1.61670990427401,0,3,1,15.1237753025661,16.1207139862126,5.0444359205387,6.92836374960929,14.9094947421771,19.4690259119868,7.78308824291539,6.95769414068902,2.21783663762997,1.94085339917383,-2.11730079347425,-0.0619345812360841,2.0728831333896,1.8491056585174,4.27119856141866,4.23241362068095,1
"518","Uruguay","Argentina",0.3,518,8,6.29943815927846,0,0.0155395878932483,0.375261914758918,0,1,1,17.8156753272568,15.0301827319411,10.2345011218802,10.7692456228521,21.0239536774619,15.500037515938,8.84106734820186,7.47377820449983,1.95066824947346,2.31558135908078,-3.13012446814469,-1.35139623070545,1.98660612613371,1.96245734758551,4.44750098847086,4.20615524213355,0
"519","Venezuela","Argentina",0.3,519,9,2.94960696091319,0,1.11487352979223,1.54822578569115,0,3,1,19.6152559267988,18.0824262200739,11.4959544007076,11.4559047512117,17.8274608541723,18.2354362547182,10.5982924173073,8.52398271953901,1.59297456016945,1.38509531477094,-2.13350306658225,-1.23956769773433,2.07073805365517,1.9826207376746,4.22044191477592,4.27790211295283,0
"520","USA","Argentina",0.3,520,10,4.13340891685303,0,1.43486037122043,3.05175446819095,1,2,1,17.6687905317903,18.5622859340877,3.43245360930154,7.33765446636475,19.8844351022244,17.1186992840919,10.8553588677732,9.50524651677921,1.88494673768147,2.09770988887889,-1.60348356062074,-1.90380034485074,1.61869498134914,1.90705105408374,4.24447816241197,4.28669452648096,0
"521","Spain","Argentina",0.3,521,11,3.9135655420745,0,2.71749347400793,0.313386254296155,0,2,0,18.4020517420351,15.2514477018004,11.4359796597094,8.90016581190159,18.6967606960668,19.4518618134873,9.4069991945307,9.74365571470173,3.05688970588261,1.84452334400778,-0.962046284752764,-3.31098659863934,2.42648421239369,1.97137328573115,4.1788539283405,4.19314377950606,0
"522","Canada","Argentina",0.3,522,12,7.8398367860025,0,1.54020030074347,3.22368847575607,0,1,0,15.9943848929,16.4948973031352,9.31200696344569,8.78455722467598,13.6538521699191,16.0012229939752,6.25418420568536,7.45213868053357,2.69713300839962,1.52550488673011,-2.01223160878889,-0.556341401111504,2.57572083950681,2.05403549407889,4.32002613323871,4.31736928420981,1
"523","America","Argentina",0.3,523,13,9.07083027721423,0,0.621309176587307,1.8017685755888,0,2,1,15.2197118043944,17.0896983663799,3.17688420798317,6.47163359716989,15.461702546848,16.204727759039,8.10819319228999,7.52165848225088,2.24997559085706,1.85613294712893,-4.70219169145911,1.97975406876061,1.78135149093846,1.60028618981674,4.31643067906159,4.21097805164036,0
"524","Africa","Argentina",0.3,524,14,5.64357632139255,0,1.52714206072879,-0.456915617228629,0,2,0,18.3459101854446,16.5676782072563,13.4606580758053,10.6517411229138,17.9523854179734,19.5316295049044,11.397049892321,8.37465483663506,2.28550208039794,2.27938063132509,-1.06784559364918,-1.71544015814689,1.41651432749327,1.85844607218482,4.33622843632248,4.31323185410782,0
"525","Asia","Argentina",0.3,525,15,7.83913996374458,0,2.21467653787747,1.14526776064048,0,2,0,18.509776672376,15.3811434499989,14.0395193528462,5.32773451698476,16.9599139493738,17.6461466130293,9.09858568501474,7.86570486957174,1.88594485906813,1.16470138962169,-0.81776586597283,-1.00891169270797,2.34293565329944,2.28466824041705,4.32753307852644,4.28805925306075,0
"526","Europe","Argentina",0.3,526,16,10.6147934015694,0,4.47570813003284,1.82554152696844,1,1,0,19.0618175240423,14.085041798232,10.6285548494872,5.72743637558787,13.8031557218635,21.2630993954693,7.04591454211422,9.09652454718943,2.63255363089764,2.00768907112959,-1.66867720775331,-0.338840096226659,1.94546865653883,2.11877585706546,4.12321605428244,4.30873089231024,1
"527","Oceania","Argentina",0.3,527,17,4.94049101005705,0,1.2193444590579,0.762033409914521,0,2,1,15.3968595563966,16.616405409541,6.36037443451815,9.89571529795023,17.5447791874651,18.043929661976,7.97179118257539,7.3965350585762,1.26737066487156,2.19465852226747,0.251389381994355,-0.645497766126969,1.52989575393015,2.0199726707984,4.48287742963379,4.19063071692175,1
"528","Bolivia","Argentina",0.3,528,18,5.80747242759199,0,2.91789763705956,1.60668421128201,0,2,1,17.5530885436949,16.3389650403999,7.72059055051595,8.51239259592367,17.2126403479609,13.8901290705773,8.43167965039849,8.04317197713258,1.9498481787327,2.20452106836249,-0.862882350962311,0.226502145618967,1.95841410364332,2.14817603855613,4.25466808243919,4.2540638802443,1
"529","Brazil","Argentina",0.3,529,19,8.78253699983403,0,1.54642020785252,0.566216552289409,0,2,0,17.7943300876112,17.6028622358213,12.3095743889184,7.65035029466601,16.7560474472323,12.3856253471811,8.7950289459922,7.65729960056467,1.4058718526175,2.37490291788881,-1.83315481239448,-2.1058281536622,2.29828878951364,2.24073338021111,4.24656167423892,4.30833568263428,1
"530","Chile","Argentina",0.3,530,20,7.05069357516353,0,-1.56927778623273,0.222916996063989,0,3,0,20.0533570574525,14.9520322888457,14.3381183522815,6.380778539198,19.4791095361015,17.9510554989941,10.3363073410282,6.89691125290913,2.16063031479532,1.78306953244573,-2.0926307922053,0.129019351073238,2.13977663781379,1.88275588649189,4.2172147265252,4.31829347791307,0
"531","Colombia","Argentina",0.3,531,21,6.85638533636641,0,0.558792738534198,-0.185454590340642,0,3,0,17.459495784325,17.3626800419646,6.95044972885393,9.48242375780463,16.3128899719497,13.4802001760489,10.665390475679,9.88131663732785,1.5984386397484,2.2346318847298,-1.82607888862978,-0.63675581664567,1.60362668838034,1.91616017422865,4.31921158666533,4.29923488707137,1
"532","Ecuador","Argentina",0.3,532,22,6.62795276399554,0,1.11289251980859,0.250238900826529,0,2,1,16.8662495209084,19.5424418669227,8.91471746174218,16.0583965175577,20.9408005182415,16.4671753248347,9.58543674892912,8.94013794572016,2.85403185421509,2.24794512720959,-0.869094305015326,-0.75943121087236,2.74800795643623,1.62442311736749,4.36790004189155,4.42292319115679,1
"533","Paraguay","Argentina",0.3,533,23,6.46562898416208,0,5.35156170028087,-0.316725241725005,0,3,0,17.410023713546,17.7074003273396,8.62396770850365,10.2471469815879,19.6606169526706,23.3770017421317,8.65917598729692,8.26817825394397,2.63131508825199,1.51638887128842,-0.290674388098747,-1.64499248339041,1.75305948706158,1.98148797818384,4.39528289029796,4.21749107763407,0
"534","Peru","Argentina",0.3,534,24,8.25091038442109,0,-0.526818036619916,2.5612984686298,0,3,1,19.9948270292066,18.451824434631,5.59907061744475,4.32274317352265,17.8730385350646,19.5595041658069,5.5854414101238,8.66990887426062,2.10053369220645,1.04189670120275,-0.568110848019821,-1.51288258177827,1.77291340084586,2.43147777548111,4.32911707463254,4.24462627872114,1
"535","Uruguay","Argentina",0.3,535,25,7.38101646627633,0,4.03245128673719,1.20813191611689,0,2,0,17.030215620961,15.0666876818951,9.36012662715252,8.08161826226807,24.5724380801525,16.5920792273884,8.5702983330172,10.1334175628613,2.07651879565621,1.55700381795522,-0.968915055002945,-1.77984990241871,2.23678131087837,1.65575702393783,4.33652128241743,4.18477482364902,1
"536","Venezuela","Argentina",0.3,536,26,3.90222209773846,0,2.79287638920591,1.55569377081563,0,3,1,16.8462870779997,16.3782409752212,7.78684160904963,8.91449588015444,16.3748228175197,21.0943495534624,12.3244235104116,7.68172272816174,2.20131521014995,2.0152475570963,1.29656381070442,-2.57566017352511,2.03982301884696,1.75919648770853,4.19205027575636,4.34788717337113,0
"537","USA","Argentina",0.3,537,27,5.57017223602123,0,-1.75267727316747,1.38482143568224,0,2,1,17.9354373406263,16.4906814186548,8.25844963432362,7.0536458652442,14.5628236853658,18.8517317069255,8.48819130022293,8.04882626070248,1.65117904550994,1.24942589371059,-1.0358959534407,-0.458548133908273,1.95363238459708,2.2287363447617,4.2332813015815,4.19297441802737,0
"538","Spain","Argentina",0.3,538,28,4.12576669729928,0,2.13907891953372,1.25744266348279,0,1,0,20.2326593194301,16.9341738643637,5.67500321524029,5.4392944976421,18.2532922167879,21.1309824159964,10.8588052222647,8.96244101431118,1.98029568987951,2.08945390389064,0.96551196279059,-2.53264567522788,1.79045074235664,1.70261261766338,4.25262522492871,4.23256202497136,1
"539","Canada","Argentina",0.3,539,29,0.783398490428436,0,1.21096045076985,-0.152288198769727,0,2,1,19.8095403283267,16.2122307173431,6.1296530507085,5.70764807649364,13.8012686594887,19.5047283288667,9.09935632397622,9.4357074308598,2.59160228004543,1.74950265119564,0.508672889987651,-1.15709750195261,2.0318462127876,1.89181872883568,4.15131931437036,4.35575919199699,1
"540","America","Argentina",0.3,540,30,7.30749117073759,0,3.26030436752508,-0.208339751824873,0,3,0,15.2093651523325,15.2168491271263,5.96202164242579,9.99463365627619,19.3021943302791,19.3789359889459,8.63298461788796,7.89328850743664,1.90623644541179,1.84519526593288,-2.29174943068691,-1.94009090721825,1.9902535724782,2.02155857203135,4.32068573314802,4.29327163996912,0
"541","Africa","Argentina",0.3,541,31,5.57933880380068,0,1.84647277847185,0.7844141764517,0,3,0,17.2388872083226,16.1071418129538,8.72496521632499,6.6732834258582,24.3440014358631,13.2600147899592,9.05492899492472,9.08376330165214,2.07306664259761,2.33695464797492,-1.20349561218799,2.19276075192527,2.34040092674741,2.018736023801,4.30848210710317,4.16174446100638,1
"542","Asia","Argentina",0.3,542,32,9.21975189679994,0,3.33793728073054,0.826232554768128,0,3,0,14.4747936497909,16.0781088923574,8.19826960550811,8.91859012496501,17.3812524906728,21.1609243082385,9.12747537087688,7.67492022719812,1.48108384354488,1.92019964210424,-0.75885708190865,-4.73906133905512,1.84095095126087,2.054041087589,4.26702384987078,4.17957391096821,0
"543","Europe","Argentina",0.3,543,33,5.25944616197031,0,0.350850872613649,1.57439409831604,0,3,0,17.9685584715761,15.6860662139443,10.3717623541153,8.65330918282239,18.1068962605334,21.1474374435545,7.7378377521602,8.74743636705979,1.77791020510557,2.2149988630417,-1.12989824725865,0.177170176357295,2.1761121976523,1.95033234787209,4.23894064877234,4.25137054618965,1
"544","Oceania","Argentina",0.3,544,34,5.68604801896681,1,3.20905241176128,1.50218574030334,0,2,1,16.4880335350296,15.6128376394667,5.34090234564657,3.97906810148197,16.4429874859655,23.695368975261,6.32909130518755,8.86814901319668,2.90104509851526,2.31623340486702,-1.55356450667847,-3.62208194099781,1.77039514328191,2.21320852539151,4.24903749351804,4.34499575318879,0
"545","Bolivia","Argentina",0.3,545,35,2.86971195495655,0,0.653675799591012,3.45491187368898,0,2,1,18.106841084106,18.0610557517741,6.930882100173,8.87839586247635,20.004531987069,19.245864069538,7.86463133515236,9.00859189291997,2.03965102645139,2.16489415691379,-1.25572048057834,-1.00632881205997,2.1201900093685,2.18771510470885,4.22991051046805,4.22709072453955,1
"546","Brazil","Argentina",0.3,546,36,7.92409211575416,0,2.43928971581071,1.55492226714415,0,3,0,16.2432736689116,17.3826045766831,2.48958234218504,9.69320321358209,20.4072797887622,21.5681175494113,9.96544087113161,9.43295141138718,2.2578445584345,1.83189850493632,0.56085801622618,-1.67825573328413,1.94312992400553,2.15072844351534,4.25432942598571,4.26140418175812,0
"547","Chile","Argentina",0.3,547,37,8.2390213202996,0,1.54232300117328,1.56167657347513,0,3,0,17.8528461319596,16.376741976751,7.76316754861236,7.8795893761145,21.3416393714898,21.3732794873227,8.43987719139174,7.90704276254969,1.54013598780435,2.11025919648831,-1.63087752629584,-0.790768573494172,1.9333988463237,2.42930304909851,4.35015275791543,4.31934404742599,1
"548","Colombia","Argentina",0.3,548,38,6.13328989717316,0,-0.968791462167989,1.18161495865759,0,1,0,16.6750404644684,16.9163177611011,3.98936897002505,6.8331462322018,20.2354213309129,15.5127146629163,7.93035828384506,9.01119183058752,1.43437370840765,2.56397523118955,1.57616503550915,-0.367269386030991,2.31155854509606,1.96406966071704,4.33373782724358,4.22665391888838,1
"549","Ecuador","Argentina",0.3,549,39,5.87668100605424,0,3.65807624530794,1.75104475386864,0,2,1,17.8114199111024,16.8706266054682,6.40631125574627,7.74954831419914,19.008925545571,20.9600166491828,7.60996568746048,8.38020865099893,2.22473205153947,0.572013528053614,-0.229298182258073,-1.60159871776539,2.26432542315929,1.90154592735409,4.16044313691781,4.18973040757817,1
"550","Paraguay","Argentina",0.3,550,40,6.99477645568555,1,-0.130669743333068,2.65468723690948,0,2,0,20.7970947856864,15.5983514892115,6.20468331898576,6.38626012872801,18.3031663972799,17.9963230054715,9.41847788723371,7.05066506260865,2.48450675013969,2.13264245695142,0.477345811608743,1.57665815316683,1.92427559411217,2.67741103836494,4.07046976813213,4.32731787438509,1
